source,target,year
32 • RACIAL IDENTITIES AND THE FORMATION OF,François Furstenberg,2013
32 • RACIAL IDENTITIES AND THE FORMATION OF,John Davies,2013
32 • RACIAL IDENTITIES AND THE FORMATION OF,Allison Lange,2013
32 • RACIAL IDENTITIES AND THE FORMATION OF,James Wainwright,2013
32 • RACIAL IDENTITIES AND THE FORMATION OF,Ann Ostendorf,2013
32 • RACIAL IDENTITIES AND THE FORMATION OF,Dana Weiner,2013
33 • MOURNING POLITICS: THE POWER OF REMEMBRANCE IN,Rachel A. Sheldon,2013
33 • MOURNING POLITICS: THE POWER OF REMEMBRANCE IN,Joshua A. Lynn,2013
33 • MOURNING POLITICS: THE POWER OF REMEMBRANCE IN,Joseph M. Rizzo,2013
33 • MOURNING POLITICS: THE POWER OF REMEMBRANCE IN,Michael E. Woods,2013
33 • MOURNING POLITICS: THE POWER OF REMEMBRANCE IN,Sarah J. Purcell,2013
"34 • RELIGION, RATIONALITY, AND FREEDOM IN THE EARLY",William Pencak,2013
"34 • RELIGION, RATIONALITY, AND FREEDOM IN THE EARLY",Kyle T. Bulthuis,2013
"34 • RELIGION, RATIONALITY, AND FREEDOM IN THE EARLY",Abram Van Engen,2013
"34 • RELIGION, RATIONALITY, AND FREEDOM IN THE EARLY",Nathan S. Rives,2013
"34 • RELIGION, RATIONALITY, AND FREEDOM IN THE EARLY",Anna M. Lawrence,2013
"35 • SECRECY, CONSPIRACY, AND SUBTERFUGE IN THE EARLY",James Lewis,2013
"35 • SECRECY, CONSPIRACY, AND SUBTERFUGE IN THE EARLY",Ellen Holmes Person,2013
"35 • SECRECY, CONSPIRACY, AND SUBTERFUGE IN THE EARLY",Anthony Di Lorenzo,2013
"35 • SECRECY, CONSPIRACY, AND SUBTERFUGE IN THE EARLY",Kevin Butterfield,2013
"35 • SECRECY, CONSPIRACY, AND SUBTERFUGE IN THE EARLY",Albrecht Koschnik,2013
"35 • SECRECY, CONSPIRACY, AND SUBTERFUGE IN THE EARLY",Jeffrey Pasley,2013
36 • AMERICAN REFORM RADICALIZED: THE IMPACT OF,W. Caleb McDaniel,2013
36 • AMERICAN REFORM RADICALIZED: THE IMPACT OF,Megan Perle Bowman,2013
36 • AMERICAN REFORM RADICALIZED: THE IMPACT OF,Maartje Janse,2013
36 • AMERICAN REFORM RADICALIZED: THE IMPACT OF,Julie Holcomb,2013
36 • AMERICAN REFORM RADICALIZED: THE IMPACT OF,Carol Faulkner,2013
"37 • IN BANKING, THE LOCAL IS THE NATIONAL AND THE",William G. Shade,2013
"37 • IN BANKING, THE LOCAL IS THE NATIONAL AND THE",Micropolitan America,2013
"37 • IN BANKING, THE LOCAL IS THE NATIONAL AND THE",Richard Demirjian,2013
"37 • IN BANKING, THE LOCAL IS THE NATIONAL AND THE",Matthew Schoenbachler,2013
"37 • IN BANKING, THE LOCAL IS THE NATIONAL AND THE",Michael Gagnon,2013
"37 • IN BANKING, THE LOCAL IS THE NATIONAL AND THE",Robert E. Wright,2013
"38 • IRRELIGION, RADICAL DEISM, AND THE SHAPE OF EARLY",Eric R. Schlereth,2013
"38 • IRRELIGION, RADICAL DEISM, AND THE SHAPE OF EARLY",Kirsten Fischer,2013
"38 • IRRELIGION, RADICAL DEISM, AND THE SHAPE OF EARLY",Chris Beneke,2013
"38 • IRRELIGION, RADICAL DEISM, AND THE SHAPE OF EARLY",Patrick W. Hughes,2013
"38 • IRRELIGION, RADICAL DEISM, AND THE SHAPE OF EARLY",Amanda Porterfield,2013
39 • BRINGING SLAVERY INTO INTERPRETATION AT HISTORIC,Laura M. Chmielewski,2013
39 • BRINGING SLAVERY INTO INTERPRETATION AT HISTORIC,Nathaniel Millett,2013
39 • BRINGING SLAVERY INTO INTERPRETATION AT HISTORIC,David Young,2013
39 • BRINGING SLAVERY INTO INTERPRETATION AT HISTORIC,George W. McDaniel,2013
39 • BRINGING SLAVERY INTO INTERPRETATION AT HISTORIC,Robert Moore,2013
"4 • CRAPPY STUFF, STOLEN GOODS, AND CUTTHROAT",Ellen Hartigan-O,2013
"4 • CRAPPY STUFF, STOLEN GOODS, AND CUTTHROAT",Wendy A. Woloson,2013
"4 • CRAPPY STUFF, STOLEN GOODS, AND CUTTHROAT",Robert J. Gamble,2013
"4 • CRAPPY STUFF, STOLEN GOODS, AND CUTTHROAT",Straight Razores,2013
"4 • CRAPPY STUFF, STOLEN GOODS, AND CUTTHROAT",Sean Trainor,2013
"4 • CRAPPY STUFF, STOLEN GOODS, AND CUTTHROAT",Richard B. Stott,2013
"4 • CRAPPY STUFF, STOLEN GOODS, AND CUTTHROAT",Sean Adams,2013
40 • “GONE TO HELL IN A HAND BASKET”: THE SEARCH FOR,John Majewski,2013
40 • “GONE TO HELL IN A HAND BASKET”: THE SEARCH FOR,Lawrence Hatter,2013
40 • “GONE TO HELL IN A HAND BASKET”: THE SEARCH FOR,William G. Lewis,2013
40 • “GONE TO HELL IN A HAND BASKET”: THE SEARCH FOR,Mike Snodgrass,2013
40 • “GONE TO HELL IN A HAND BASKET”: THE SEARCH FOR,William Wagner,2013
40 • “GONE TO HELL IN A HAND BASKET”: THE SEARCH FOR,Kirsten E. Wood,2013
41 • LOBBYING IN THE AGE OF SECTIONALISM,Steven Mihm,2013
41 • LOBBYING IN THE AGE OF SECTIONALISM,Dael Norwood,2013
41 • LOBBYING IN THE AGE OF SECTIONALISM,Gautham Rao,2013
41 • LOBBYING IN THE AGE OF SECTIONALISM,Ariel Ron,2013
41 • LOBBYING IN THE AGE OF SECTIONALISM,Amy Greenberg,2013
42 • CELEBRITY CULTURE AND PRINT IN THE EARLY,Mary Kelley,2013
42 • CELEBRITY CULTURE AND PRINT IN THE EARLY,Will Mackintosh,2013
42 • CELEBRITY CULTURE AND PRINT IN THE EARLY,Lucia McMahon,2013
42 • CELEBRITY CULTURE AND PRINT IN THE EARLY,Peter P. Reed,2013
42 • CELEBRITY CULTURE AND PRINT IN THE EARLY,Sara Babcox First,2013
43 • THE UNDERGROUND RAILROAD: BIOGRAPHICAL AND,Deborah Van Broekhoven,2013
43 • THE UNDERGROUND RAILROAD: BIOGRAPHICAL AND,Graham R. Hodges,2013
43 • THE UNDERGROUND RAILROAD: BIOGRAPHICAL AND,Owen Muelder,2013
43 • THE UNDERGROUND RAILROAD: BIOGRAPHICAL AND,Robert H. Churchill,2013
43 • THE UNDERGROUND RAILROAD: BIOGRAPHICAL AND,Fergus Bordewich,2013
44 • PECHA-KUCHA,Craig Thompson Friend,2013
44 • PECHA-KUCHA,Christopher Lucasik,2013
44 • PECHA-KUCHA,Lyra Monteiro,2013
44 • PECHA-KUCHA,Joan Bryant,2013
44 • PECHA-KUCHA,Daniel P. Glenn,2013
44 • PECHA-KUCHA,Robyn Davis McMillin,2013
45 • PRESIDENTIAL ADDRESS,John Lauritz Larson,2013
45 • PRESIDENTIAL ADDRESS,Patricia Cline Cohen,2013
46 • THE LOGIC AND LIMITS OF CHRISTIAN NATIONALISM IN,Mary Cayton,2013
46 • THE LOGIC AND LIMITS OF CHRISTIAN NATIONALISM IN,Joseph S. Moore,2013
46 • THE LOGIC AND LIMITS OF CHRISTIAN NATIONALISM IN,Ben Wright,2013
46 • THE LOGIC AND LIMITS OF CHRISTIAN NATIONALISM IN,Emily Conroy-Kuntz,2013
46 • THE LOGIC AND LIMITS OF CHRISTIAN NATIONALISM IN,Jewel Spangler,2013
47 • “WE PERCEIVED THAT SOME DIFFERENCE EXISTS,Frank Towers,2013
47 • “WE PERCEIVED THAT SOME DIFFERENCE EXISTS,Robert S. Richard,2013
47 • “WE PERCEIVED THAT SOME DIFFERENCE EXISTS,Canada Connection,2013
47 • “WE PERCEIVED THAT SOME DIFFERENCE EXISTS,Thomas Richards,2013
47 • “WE PERCEIVED THAT SOME DIFFERENCE EXISTS,Jason Opal,2013
48 • ILLNESS AND THE INSTITUTION: THE RELATIONSHIP,Jim Watkinson,2013
48 • ILLNESS AND THE INSTITUTION: THE RELATIONSHIP,Jamalin Harp,2013
48 • ILLNESS AND THE INSTITUTION: THE RELATIONSHIP,Orphan House,2013
48 • ILLNESS AND THE INSTITUTION: THE RELATIONSHIP,Nathaniel Kogan,2013
48 • ILLNESS AND THE INSTITUTION: THE RELATIONSHIP,Felice Knight,2013
48 • ILLNESS AND THE INSTITUTION: THE RELATIONSHIP,John Murray,2013
"49 • PROPERTY, POLITICS, AND ECONOMICS IN EARLY",James Simeone,2013
"49 • PROPERTY, POLITICS, AND ECONOMICS IN EARLY",Tom Cutterham,2013
"49 • PROPERTY, POLITICS, AND ECONOMICS IN EARLY",Kenneth Owen,2013
"49 • PROPERTY, POLITICS, AND ECONOMICS IN EARLY",Jonathan Jones,2013
"49 • PROPERTY, POLITICS, AND ECONOMICS IN EARLY",Andrew Shankman,2013
5 • EDWARD PESSEN,Christine Dee,2013
5 • EDWARD PESSEN,Diane Barnes,2013
5 • EDWARD PESSEN,Jennifer Goloboy,2013
5 • EDWARD PESSEN,Daniel Kilbride,2013
5 • EDWARD PESSEN,Jonathan D. Wells,2013
50 • BANKS A LOT: PERSPECTIVES ON THE EARLY,David Mattern,2013
50 • BANKS A LOT: PERSPECTIVES ON THE EARLY,Joshua R. Greenberg,2013
50 • BANKS A LOT: PERSPECTIVES ON THE EARLY,Sharon Ann Murphy,2013
50 • BANKS A LOT: PERSPECTIVES ON THE EARLY,Nicholas Patrick Osborne,2013
50 • BANKS A LOT: PERSPECTIVES ON THE EARLY,Brian Murphy,2013
51 • ON THE BORDERS OF MODERNITY: PRODUCING THE,Rowena McClinton,2013
51 • ON THE BORDERS OF MODERNITY: PRODUCING THE,Mark Allan Goldberg,2013
51 • ON THE BORDERS OF MODERNITY: PRODUCING THE,Ryan A. Quintana,2013
51 • ON THE BORDERS OF MODERNITY: PRODUCING THE,Adam Malka,2013
51 • ON THE BORDERS OF MODERNITY: PRODUCING THE,Thomas Buchanan,2013
52 • SLAVERY AND FREEDOM ON THE BORDER,Susan O,2013
52 • SLAVERY AND FREEDOM ON THE BORDER,Kelly Kennington,2013
52 • SLAVERY AND FREEDOM ON THE BORDER,New Jersey,2013
52 • SLAVERY AND FREEDOM ON THE BORDER,James Gigantino,2013
52 • SLAVERY AND FREEDOM ON THE BORDER,Allison Mileo Gorsuch,2013
52 • SLAVERY AND FREEDOM ON THE BORDER,Diane Mutti Burke,2013
"53 • CULTIVATING THE REPUBLIC: MARKETS, MORALITY,",Martin Hershock,2013
"53 • CULTIVATING THE REPUBLIC: MARKETS, MORALITY,",John Henris,2013
"53 • CULTIVATING THE REPUBLIC: MARKETS, MORALITY,",Ian W. Beamish,2013
"53 • CULTIVATING THE REPUBLIC: MARKETS, MORALITY,",William Kerrigan,2013
"53 • CULTIVATING THE REPUBLIC: MARKETS, MORALITY,",A. Glenn Crothers,2013
6 • RECASTING EARLY AMERICAN HISTORICAL NARRATIVE,Michelle Craig McDonald,2013
6 • RECASTING EARLY AMERICAN HISTORICAL NARRATIVE,Richard Bond,2013
6 • RECASTING EARLY AMERICAN HISTORICAL NARRATIVE,Todd Jones,2013
6 • RECASTING EARLY AMERICAN HISTORICAL NARRATIVE,Music Sheets,2013
6 • RECASTING EARLY AMERICAN HISTORICAL NARRATIVE,Myron Gray,2013
6 • RECASTING EARLY AMERICAN HISTORICAL NARRATIVE,Christopher A. Schnell,2013
6 • RECASTING EARLY AMERICAN HISTORICAL NARRATIVE,Kristen Foster,2013
7 • STANLEY HARROLD,Nicole Etcheson,2013
7 • STANLEY HARROLD,Douglas Egerton,2013
7 • STANLEY HARROLD,Manisha Sinha,2013
7 • STANLEY HARROLD,Carol Lasser,2013
7 • STANLEY HARROLD,Stanley Harrold,2013
8 • IMAGINING PLACE IN THE EARLY AMERICAN REPUBLIC,Daniel Richter,2013
8 • IMAGINING PLACE IN THE EARLY AMERICAN REPUBLIC,Dean Bruno,2013
8 • IMAGINING PLACE IN THE EARLY AMERICAN REPUBLIC,Karin Huebner,2013
8 • IMAGINING PLACE IN THE EARLY AMERICAN REPUBLIC,Sarah Keyes,2013
8 • IMAGINING PLACE IN THE EARLY AMERICAN REPUBLIC,Justin Clark,2013
8 • IMAGINING PLACE IN THE EARLY AMERICAN REPUBLIC,Ann Fabian,2013
"9 • CITIZENSHIP, COLORISM, AND SEPARATION:",Daniel C. Littlefield,2013
"9 • CITIZENSHIP, COLORISM, AND SEPARATION:",Cinnamon Brown,2013
"9 • CITIZENSHIP, COLORISM, AND SEPARATION:",New Orleans,2013
"9 • CITIZENSHIP, COLORISM, AND SEPARATION:",Andrew Wegmann,2013
"9 • CITIZENSHIP, COLORISM, AND SEPARATION:",Rebekah M.K. Mergenthal,2013
"9 • CITIZENSHIP, COLORISM, AND SEPARATION:",Andrew R.L. Cayton,2013
PLENARY • MISSOURI: CROSSROADS OF THE,Stacey Robertson,2013
PLENARY • MISSOURI: CROSSROADS OF THE,Peter Kastor,2013
PLENARY • MISSOURI: CROSSROADS OF THE,Kathleen DuVal,2013
PLENARY • MISSOURI: CROSSROADS OF THE,Robert Forbes,2013
PLENARY • MISSOURI: CROSSROADS OF THE,Jay Gitlin,2013
PLENARY • MISSOURI: CROSSROADS OF THE,Walter Johnson,2013
10  DISSENT IN WARTIME AMERICA,Thomas A. Chambers,2014
10  DISSENT IN WARTIME AMERICA,John Moore,2014
10  DISSENT IN WARTIME AMERICA,Jennifer Dorsey,2014
10  DISSENT IN WARTIME AMERICA,Kevin Gannon,2014
10  DISSENT IN WARTIME AMERICA,A. Glenn Crothers,2014
"11  FAITH, POLITICS, AND LAW AFTER THE FOUNDING",Christopher Grasso,2014
"11  FAITH, POLITICS, AND LAW AFTER THE FOUNDING",Corporate Law,2014
"11  FAITH, POLITICS, AND LAW AFTER THE FOUNDING",Sarah Barringer Gordon,2014
"11  FAITH, POLITICS, AND LAW AFTER THE FOUNDING",Ryan K. Smith,2014
"11  FAITH, POLITICS, AND LAW AFTER THE FOUNDING",Chris Beneke,2014
"11  FAITH, POLITICS, AND LAW AFTER THE FOUNDING",Mary Kupiec Cayton,2014
12  MEANINGS OF MASCULINITY IN THE EARLY REPUBLIC,Lorri Glover,2014
12  MEANINGS OF MASCULINITY IN THE EARLY REPUBLIC,Cathleene Hellier,2014
12  MEANINGS OF MASCULINITY IN THE EARLY REPUBLIC,Matthew Byron,2014
12  MEANINGS OF MASCULINITY IN THE EARLY REPUBLIC,Daniel Belczak,2014
12  MEANINGS OF MASCULINITY IN THE EARLY REPUBLIC,Craig Thompson Friend,2014
13  SUBMITTING YOUR FIRST ARTICLE: ADVICE FROM THE,Dallett Hemphill,2014
13  SUBMITTING YOUR FIRST ARTICLE: ADVICE FROM THE,David Waldstreicher,2014
14  SETTLER COLONIALISM: A FRAMEWORK FOR,David Nichols,2014
14  SETTLER COLONIALISM: A FRAMEWORK FOR,Dean Bruno,2014
14  SETTLER COLONIALISM: A FRAMEWORK FOR,Noelani Arista,2014
14  SETTLER COLONIALISM: A FRAMEWORK FOR,Margot Minardi,2014
14  SETTLER COLONIALISM: A FRAMEWORK FOR,Christina Snyder,2014
15  ROUNDTABLE: OPPORTUNITIES AND OUTCOMES,Roderick A. McDonald,2014
15  ROUNDTABLE: OPPORTUNITIES AND OUTCOMES,Michael Jacobs,2014
15  ROUNDTABLE: OPPORTUNITIES AND OUTCOMES,Joseph Wojie,2014
15  ROUNDTABLE: OPPORTUNITIES AND OUTCOMES,Robert Smith,2014
15  ROUNDTABLE: OPPORTUNITIES AND OUTCOMES,Shannon Duffy,2014
15  ROUNDTABLE: OPPORTUNITIES AND OUTCOMES,Brian Hendricks,2014
15  ROUNDTABLE: OPPORTUNITIES AND OUTCOMES,Terri York,2014
15  ROUNDTABLE: OPPORTUNITIES AND OUTCOMES,Michael Zuckerman,2014
16  BOUNDARIES OF CITIZENSHIP IN THE NEW AMERICAN,Douglas Bradburn,2014
16  BOUNDARIES OF CITIZENSHIP IN THE NEW AMERICAN,Brett Palfreyman,2014
16  BOUNDARIES OF CITIZENSHIP IN THE NEW AMERICAN,Tom Cutterham,2014
16  BOUNDARIES OF CITIZENSHIP IN THE NEW AMERICAN,Native Citizenship,2014
16  BOUNDARIES OF CITIZENSHIP IN THE NEW AMERICAN,Greg Ablavsky,2014
16  BOUNDARIES OF CITIZENSHIP IN THE NEW AMERICAN,Holly Brewer,2014
17  RETHINKING REALIGNMENT AND THE RISE OF THE,Randall Miller,2014
17  RETHINKING REALIGNMENT AND THE RISE OF THE,Corey Brooks,2014
17  RETHINKING REALIGNMENT AND THE RISE OF THE,Ariel Ron,2014
17  RETHINKING REALIGNMENT AND THE RISE OF THE,Michael E. Woods,2014
17  RETHINKING REALIGNMENT AND THE RISE OF THE,Elizabeth Varon,2014
18  FOR GOD AND MAMMON: MISSIONARIES AND,Rosemarie Zagarri,2014
18  FOR GOD AND MAMMON: MISSIONARIES AND,Lawrence A. Peskin,2014
18  FOR GOD AND MAMMON: MISSIONARIES AND,Dael Norwood,2014
18  FOR GOD AND MAMMON: MISSIONARIES AND,Christine Heyrman,2014
"19  CONTEST 1856: YEAR OF MEN, YEAR OF WOMEN",John Belohlavek,2014
"19  CONTEST 1856: YEAR OF MEN, YEAR OF WOMEN",Thomas Balcerski,2014
"19  CONTEST 1856: YEAR OF MEN, YEAR OF WOMEN",Stacey Robertson,2014
"19  CONTEST 1856: YEAR OF MEN, YEAR OF WOMEN",Rachel Shelden,2014
"19  CONTEST 1856: YEAR OF MEN, YEAR OF WOMEN",Douglas Egerton,2014
2  ROUNDTABLE: NEW APPROACHES TO THE EARLY,Alan Taylor,2014
2  ROUNDTABLE: NEW APPROACHES TO THE EARLY,Elizabeth Fenn,2014
2  ROUNDTABLE: NEW APPROACHES TO THE EARLY,Edward Gray,2014
2  ROUNDTABLE: NEW APPROACHES TO THE EARLY,Sarah Pearsall,2014
2  ROUNDTABLE: NEW APPROACHES TO THE EARLY,Michael Witgen,2014
"20  PECHA-KUCHA (to inspire a lively atmosphere, bringing a",Robyn Lily Davis,2014
"20  PECHA-KUCHA (to inspire a lively atmosphere, bringing a",Robert Lee,2014
"20  PECHA-KUCHA (to inspire a lively atmosphere, bringing a",Nicole Topich,2014
"20  PECHA-KUCHA (to inspire a lively atmosphere, bringing a",Nathaniel Kogan,2014
"20  PECHA-KUCHA (to inspire a lively atmosphere, bringing a",Sarah Matherly,2014
21  PRESIDENT,John L. Larson,2014
21  PRESIDENT,Charlene Boyer Lewis,2014
21  PRESIDENT,Seth Rockman,2014
21  PRESIDENT,Adam Nelson,2014
21  PRESIDENT,Nina Lerman,2014
21  PRESIDENT,Ann Johnson,2014
21  PRESIDENT,Caitlin Rosenthal,2014
22  EARLY AMERICAN CONTACT WITH THE MUSLIM,Kariann Akemi Yokota,2014
22  EARLY AMERICAN CONTACT WITH THE MUSLIM,Christopher L. Miller,2014
22  EARLY AMERICAN CONTACT WITH THE MUSLIM,Maureen Connors Santelli,2014
22  EARLY AMERICAN CONTACT WITH THE MUSLIM,Eric Covey,2014
22  EARLY AMERICAN CONTACT WITH THE MUSLIM,Robert J. Allison,2014
23  ROUNDTABLE: THE POLITICS OF AND IN WOMEN,Carol Lasser,2014
23  ROUNDTABLE: THE POLITICS OF AND IN WOMEN,Lori D. Ginzberg,2014
23  ROUNDTABLE: THE POLITICS OF AND IN WOMEN,Erica Armstrong Dunbar,2014
23  ROUNDTABLE: THE POLITICS OF AND IN WOMEN,Amy Dru Stanley,2014
23  ROUNDTABLE: THE POLITICS OF AND IN WOMEN,Thavolia Glymph,2014
"24  THE POLITICS OF DOUGHFACEISM: PROSLAVERY,",Joanne Freeman,2014
"24  THE POLITICS OF DOUGHFACEISM: PROSLAVERY,",Nicholas Wood,2014
"24  THE POLITICS OF DOUGHFACEISM: PROSLAVERY,",Matthew Mason,2014
"24  THE POLITICS OF DOUGHFACEISM: PROSLAVERY,",Michael Landis,2014
"24  THE POLITICS OF DOUGHFACEISM: PROSLAVERY,",Nicole Etcheson,2014
25  VALUING INTANGIBLES: EXPERIMENTING WITH,Wendy Woloson,2014
25  VALUING INTANGIBLES: EXPERIMENTING WITH,Will Mackintosh,2014
25  VALUING INTANGIBLES: EXPERIMENTING WITH,Emily Pawley,2014
25  VALUING INTANGIBLES: EXPERIMENTING WITH,Joshua Greenberg,2014
25  VALUING INTANGIBLES: EXPERIMENTING WITH,David Schley,2014
25  VALUING INTANGIBLES: EXPERIMENTING WITH,Brian Luskey,2014
26  MOBILITY AND THE MAKING OF EARLY NATIONAL,Dee Andrews,2014
26  MOBILITY AND THE MAKING OF EARLY NATIONAL,Shari Rabin,2014
26  MOBILITY AND THE MAKING OF EARLY NATIONAL,Eric R. Schlereth,2014
27  POLITICAL PICTURES: VISUAL CULTURE AND POLITICS,Margaretta Lovell,2014
27  POLITICAL PICTURES: VISUAL CULTURE AND POLITICS,Zara Anishanslin,2014
27  POLITICAL PICTURES: VISUAL CULTURE AND POLITICS,Joanna Cohen,2014
27  POLITICAL PICTURES: VISUAL CULTURE AND POLITICS,Allison Lange,2014
27  POLITICAL PICTURES: VISUAL CULTURE AND POLITICS,David Waldstreicher,2014
28  A PLAGUE IN FOUR PARTS: YELLOW FEVER IN THE,Jeffery G. Strickland,2014
28  A PLAGUE IN FOUR PARTS: YELLOW FEVER IN THE,Sari Altschuler,2014
28  A PLAGUE IN FOUR PARTS: YELLOW FEVER IN THE,Claire Gherini,2014
28  A PLAGUE IN FOUR PARTS: YELLOW FEVER IN THE,Philippa Koch,2014
28  A PLAGUE IN FOUR PARTS: YELLOW FEVER IN THE,Julia Mansfield,2014
28  A PLAGUE IN FOUR PARTS: YELLOW FEVER IN THE,Cristobal Silva,2014
29  SLAVES NAMED AND UN-NAMED: DIGITAL EDITION,Douglas M. Arnold,2014
29  SLAVES NAMED AND UN-NAMED: DIGITAL EDITION,Constance B. Schulz,2014
29  SLAVES NAMED AND UN-NAMED: DIGITAL EDITION,Susan H. Perdue,2014
3  THE ART OF DEMOCRATIC POWER: ANDREW JACKSON,Daniel Feller,2014
3  THE ART OF DEMOCRATIC POWER: ANDREW JACKSON,Thomas Coens,2014
3  THE ART OF DEMOCRATIC POWER: ANDREW JACKSON,Brenden E. Kennedy,2014
3  THE ART OF DEMOCRATIC POWER: ANDREW JACKSON,Nancy Morgan,2014
3  THE ART OF DEMOCRATIC POWER: ANDREW JACKSON,Harry L. Watson,2014
3  THE ART OF DEMOCRATIC POWER: ANDREW JACKSON,Mark R. Cheathem,2014
30  NATIVE PEOPLE OF THE SOUTHEAST IN THE EARLY,Daniel K. Richter,2014
30  NATIVE PEOPLE OF THE SOUTHEAST IN THE EARLY,Brooke Bauer,2014
30  NATIVE PEOPLE OF THE SOUTHEAST IN THE EARLY,Royce Gildersleeve,2014
30  NATIVE PEOPLE OF THE SOUTHEAST IN THE EARLY,Warren Milteer Jr.,2014
30  NATIVE PEOPLE OF THE SOUTHEAST IN THE EARLY,Andrew K. Frank,2014
31  THE CONSTRUCTION OF RADICAL NETWORKS IN THE,Catherine E. Kelly,2014
31  THE CONSTRUCTION OF RADICAL NETWORKS IN THE,Megan Perle Bowman,2014
31  THE CONSTRUCTION OF RADICAL NETWORKS IN THE,Kathryn Tomasek,2014
31  THE CONSTRUCTION OF RADICAL NETWORKS IN THE,Edward Whitley,2014
31  THE CONSTRUCTION OF RADICAL NETWORKS IN THE,Adam-Max Tuchinsky,2014
"32  A REPUBLIC OF SEAFARERS, CA. 1776-1815",Myra Glenn,2014
"32  A REPUBLIC OF SEAFARERS, CA. 1776-1815",Christine Sears,2014
"32  A REPUBLIC OF SEAFARERS, CA. 1776-1815",Hannah Farber,2014
"32  A REPUBLIC OF SEAFARERS, CA. 1776-1815",Matthew Taylor Raffety,2014
"33  RELIGION, RACE, AND THE LIMITS OF REFORM",Ruth Alden Doan,2014
"33  RELIGION, RACE, AND THE LIMITS OF REFORM",Richard Boles,2014
"33  RELIGION, RACE, AND THE LIMITS OF REFORM",Gospel Bonds,2014
"33  RELIGION, RACE, AND THE LIMITS OF REFORM",Joshua Rice,2014
"33  RELIGION, RACE, AND THE LIMITS OF REFORM",Andrew Witmer,2014
"33  RELIGION, RACE, AND THE LIMITS OF REFORM",Jewel Spangler,2014
34  ENGAGING THE EARLY BLACK ATLANTIC: VOYAGES,Fran,2014
34  ENGAGING THE EARLY BLACK ATLANTIC: VOYAGES,Kameika S. Murphy,2014
34  ENGAGING THE EARLY BLACK ATLANTIC: VOYAGES,Marie Stango,2014
34  ENGAGING THE EARLY BLACK ATLANTIC: VOYAGES,Arika Easley Houser,2014
34  ENGAGING THE EARLY BLACK ATLANTIC: VOYAGES,Ronald Johnson,2014
34  ENGAGING THE EARLY BLACK ATLANTIC: VOYAGES,Jessica Millward,2014
35  WOMEN AND ECONOMIC SPACES IN EARLY,Dallett Hemphill,2014
35  WOMEN AND ECONOMIC SPACES IN EARLY,Susan Brandt,2014
35  WOMEN AND ECONOMIC SPACES IN EARLY,Rourke Holland,2014
35  WOMEN AND ECONOMIC SPACES IN EARLY,Camille Kaszubowski,2014
35  WOMEN AND ECONOMIC SPACES IN EARLY,Anne Lindsay,2014
35  WOMEN AND ECONOMIC SPACES IN EARLY,Vivian Bruce Conger,2014
36  THE ART OF ANTI-CATHOLICISM: THE AESTHETICS,Bruce Dorsey,2014
36  THE ART OF ANTI-CATHOLICISM: THE AESTHETICS,Kara French,2014
36  THE ART OF ANTI-CATHOLICISM: THE AESTHETICS,Monica Najar,2014
36  THE ART OF ANTI-CATHOLICISM: THE AESTHETICS,Nancy Lusignan Schultz,2014
36  THE ART OF ANTI-CATHOLICISM: THE AESTHETICS,Daniel A. Cohen,2014
36  THE ART OF ANTI-CATHOLICISM: THE AESTHETICS,Maura Jane Farrelly,2014
37  FINE AND POPULAR: THE COMMERCE OF ART IN,Sarah Weatherwax,2014
37  FINE AND POPULAR: THE COMMERCE OF ART IN,Carol Soltis,2014
37  FINE AND POPULAR: THE COMMERCE OF ART IN,Erika Piola,2014
37  FINE AND POPULAR: THE COMMERCE OF ART IN,Anne Verplanck,2014
37  FINE AND POPULAR: THE COMMERCE OF ART IN,Michael Leja,2014
37  FINE AND POPULAR: THE COMMERCE OF ART IN,Susanna W. Gold,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Andrew Cayton,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Lori Daggar,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Honor Sachs,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Samantha M. Seeley,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Rob Harper,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Barbara Krauthamer,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Paul Polgar,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",David N. Gellman,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Scott Heerman,2014
"38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",James Downs,2014
4  SPECTERS OF THE 1790S,Seth Cotlar,2014
4  SPECTERS OF THE 1790S,Alex Gourevitch,2014
4  SPECTERS OF THE 1790S,Anthony Galluzo,2014
4  SPECTERS OF THE 1790S,Padraig Riley,2014
4  SPECTERS OF THE 1790S,Jan Ellen Lewis,2014
40  THE SOUTH AMERICAN QUESTION IN THE EARLY,Brian Rouleau,2014
40  THE SOUTH AMERICAN QUESTION IN THE EARLY,Andrew Fagal,2014
40  THE SOUTH AMERICAN QUESTION IN THE EARLY,Edward Pompeian,2014
40  THE SOUTH AMERICAN QUESTION IN THE EARLY,Lindsay Schakenbach,2014
