source,target,year
2018-24 • LEGAL LEGACIES OF SLAVERY AND FREEDOM IN THE,Derek Litvak,2018
"2016-37 • BLOOD, BELONGING, CITIZENSHIP, AND LEGAL",Derrick R. Spires,2016
2021-56: New Histories Of Black Citizenship: A State-ofthe-field Roundtable,Derrick R. Spires,2021
2021-14: Roundtable: The Color Of Justice: A Roundtable,Desmond Jagmohan,2021
1996-1. Apocalyptic Christianity in America,Diana Butler,1996
"2014-6  ROUNDTABLE: DRUGS, ALCOHOL, & GENDERED AND",Diana L. Ahmad,2014
2007-30. Variations on a Theme: Miscegenation in a Comparative Perspective,Diana Williams,2007
1999-1. Foot Soldiers in the Market Revolution Room 110,Diane E. Wenger,1999
2017-8 • MENTAL ILLNESS AND RACIALIZED MEDICINE IN THE,Diane Miller Sommerville,2017
2019-11 • ROUNDTABLE: THE SCHOLARSHIP OF JAN LEWIS,Diane Miller Sommerville,2019
2019-11 • ROUNDTABLE: THE SCHOLARSHIP OF JAN LEWIS,Diane Miller Sommerville,2019
1997-1. Gender and Authority in the,Diane Miller Sommerville,1997
1999-1. Roundtable: Expanding the Boundaries,Diane Miller Sommerville,1999
"2007-33. A Modern, Transnational South? New Interpretations of the Slave",Diane Miller Sommerville,2007
2013-52 • SLAVERY AND FREEDOM ON THE BORDER,Diane Mutti Burke,2013
2011-38. Race and Democracy: Defining Citizenship in the Early Republic,Dianne Cappiello,2011
2010-38. Race and Democracy: Defining Citizenship in the Early Republic,Dianne Cappiello,2010
1998-1. Public History and the Early Republic,Dianne Swann-Wright,1998
2009-25. The Honor Paradigm for the Early Republic: Whither the,Dickson D. Bruce,2009
1993-3. Race and Identity in Antebellum America,Dickson D. Bruce,1993
1996-1. Northern Honor and Southern Gentility:,Dickson D. Bruce,1996
1997-1. Racial Identity and the Course of,Dickson D. Bruce,1997
1998-1. Gender in the Making of Abolitionism,Dickson D. Bruce,1998
1998-1. Gender in the Making of Abolitionism,Dickson D. Bruce,1998
2000-27. PATHS TO REFORM,Dickson D. Bruce,2000
2001-1. SOUTHERN HONOR AND THE RHETORIC OF MANLINESS,Dickson D. Bruce,2001
2022-21: Colonial History And National History:,Dillon L. Streifeneder,2022
2011-51. Anglophobia in the Early American Republic,Dinah Mayo-Bobee,2011
2010-51. Anglophobia in the Early American Republic,Dinah Mayo-Bobee,2010
"1993-6. Women, Work, and Ethnicity",Dolores Egger Labbé,1993
1984-VI. Community Development in Frontier Ohio Business SPEA,Don H. Doyle,1984
1985-1. Voluntary Associations and the Emerging Middle Class Chair:,Don Harrison Doyle,1985
"1994-Panel 23: Between Worlds: Witches, Warriors, and",Don Hickey,1994
1998-1. Juxtaposed Identities: Bermuda and,Don Hickey,1998
1998-1. Juxtaposed Identities: Bermuda and,Don Hickey,1998
2002-1,Don Hickey,2002
2004-25. New Light on Military Experience in the Early Republic (Salomon 001),Don Hickey,2004
1991-10. George Washington Revisited and,Don Higginbotham,1991
"1993-21. The Early National Militia, North and South",Don Higginbotham,1993
"1994-Panel 4: George Washington: Pioneer Farmer Devlin Hall, Room 112",Don Higginbotham,1994
"1994-Panel 4: George Washington: Pioneer Farmer Devlin Hall, Room 112",Don Higginbotham,1994
1997-1. Annette Gordon-Reed's Thomas,Don Higginbotham,1997
1992-1. Opening Plenary Session,Donald B. Cole,1992
2000-1. NEW PERSPECTIVES ON JACKSONIAN POLITICS:,Donald B. Cole,2000
2021-44: Technology And Naval Power In The Early,Donald C. Jackson,2021
2021-44: Technology And Naval Power In The Early,Donald C. Jackson,2021
1990-24. The War of 1812 in Comparative Perspective: A,Donald E. Graves,1990
2001-1. THE LIFE OF FRANCIS ASBURY,Donald G. Matthews,2001
1997-1. Financing and Improving,Donald J. Adams,1997
2013-16 • WHAT DOES NATIONAL REPUBLICANISM MEAN IN 2013,Donald J. Ratcliffe,2013
2016-46 • REGULATING MARITIME MIGRANTS IN THE EARLY,Donald J. Ratcliffe,2016
2018-30 • GRASSROOTS POLITICS IN THE EARLY REPUBLIC,Donald J. Ratcliffe,2018
1988-1. Jacksonian Democracy in the Making and,Donald J. Ratcliffe,1988
1990-12. Jacksonian Politics and Ideology,Donald J. Ratcliffe,1990
1995-22. WHEN IS A PARTY NOT A PARTY:,Donald J. Ratcliffe,1995
1996-1. Republicanism and Nationalism,Donald J. Ratcliffe,1996
1997-1. Boardroom 1 CHAIR,Donald J. Ratcliffe,1997
1999-1. Rethinking the Second Party System Room 212,Donald J. Ratcliffe,1999
2000-32. NOVUS ORDO SECLORUM?,Donald J. Ratcliffe,2000
2003-16. THE OHIO VALLEY IN THE EARLY REPUBLIC 1:,Donald J. Ratcliffe,2003
2007-11. A New Nation Votes: American Electoral Return 1787-1825-workshop,Donald J. Ratcliffe,2007
"1994-Panel 10: Abolitionism, Race, and Nationalism Devlin Hall, Room 026",Donald M. Jacobs,1994
"1998-1. Abolitionism, Activism, and the Constitution",Donald Nieman,1998
"1983-8. The Transportation Revolution: Chair,",Donald R. Hickey,1983
1985-1. Jefferson's Foreign Policy Revisited Chair:,Donald R. Hickey,1985
1990-24. The War of 1812 in Comparative Perspective: A,Donald R. Hickey,1990
1999-1. Holding the Balance: Power Brokers and Mediators in Native North America Room 110,Donald R. Hickey,1999
1999-1. Holding the Balance: Power Brokers and Mediators in Native North America Room 110,Donald R. Hickey,1999
2000-11. THE WAR OF 1812 AND ITS AFTERMATH,Donald R. Hickey,2000
2003-27. THE WAR OF 1812:,Donald R. Hickey,2003
1986-1. The Constitution Chair:,Donald Roper,1986
1988-1. Fugitive Slave Law in the Early National Period,Donald Roper,1988
1988-1. Fugitive Slave Law in the Early National Period,Donald Roper,1988
1981-1. Law and Politics in the Early Republic.,Donald Roper,1981
1985-1. Voluntary Associations and the Emerging Middle Class Chair:,Donald Scott,1985
"1987-1. Communication Through Word and Print, Room 1505",Donald Scott,1987
"1987-1. Communication Through Word and Print, Room 1505",Donald Scott,1987
"1984-1. Travail and Struggle: Northern Free Blacks' Quest for Freedom, 1780-1858 Van Camp East Chair:",Donald West,1984
1995-20. GENDER NOTIONS IN THE EARLY RE,Donald Yacovone,1995
1995-20. GENDER NOTIONS IN THE EARLY RE,Donald Yacovone,1995
1996-1. Masculine Identity,Donald Yacovone,1996
1999-1. Racial and Party Politics in Jacksonian America,Donald Yacovone,1999
1995-20. GENDER NOTIONS IN THE EARLY RE,Donna Defabio Curtin,1995
2003-7. CROSSING THE BEAUTIFUL RIVER:,Donna M. Deblasio,2003
"2004-8. Nature's Resources: Narratives of Commodification,",Donna Rilling,2004
1989-20. Trading With Dangerous Empires,Doron Ben-Atar,1989
1992-12. Revolutionary America Looks at the Old World,Doron Ben-Atar,1992
1995-6. ROUNDTABLE DISCUSSION:,Doron Ben-Atar,1995
"1997-1. Roundtable: Nationalism,",Doron Ben-Atar,1997
1998-1. Mind Over Matter? Rethinking Intellectual,Doron Ben-Atar,1998
1998-1. Mind Over Matter? Rethinking Intellectual,Doron Ben-Atar,1998
1999-1. National Identity Within a Triangular Relationship: White American Insecurity,Doron Ben-Atar,1999
1999-1. National Identity Within a Triangular Relationship: White American Insecurity,Doron Ben-Atar,1999
2001-1. DIPLOMACY AND DISGUISE,Doron Ben-Atar,2001
2003-33. ENGINES OF CHANGE: REASSESSING THE STEAMBOAT IN EARLY AMERICAN LIFE,Doron Ben-Atar,2003
"2004-3. The Federalists, Race, and Expansion in the Early Republic (MacMillan 115)",Doron Ben-Atar,2004
2013-10 • TYING AND UNTYING THE KNOT: PUBLIC BATTLES OVER,Doron S. Ben-Atar,2013
2012-REGIONALAND PERSONAL,Dorothy Ripley,2012
1992-4. 1789 and the Federal Government: Administrative,Dorothy Twohig,1992
2017-33 • THE POWER OF PLACE: WOMEN,Dorothy Wickenden,2017
2009-18. Not a Nation but an Empire: Another View of the American West,Doug Harvey,2009
1994-Panel 21: Between God and Mammon: Faith and,Douglas Ambrose,1994
2001-1. CONFRONTING SLAVERY,Douglas Ambrose,2001
2012-AMERICAN REPUBLICS,Douglas Bradburn,2012
2014-16  BOUNDARIES OF CITIZENSHIP IN THE NEW AMERICAN,Douglas Bradburn,2014
2016-26 • THE PUBLIC AND THE EARLY REPUBLIC,Douglas Bradburn,2016
"2005-1. Making a ""State of Courts and Parties"": The Political Paradoxes of Judicial Reform, 1800",Douglas Bradburn,2005
"2007-9. The People, the Mob, or a Few Persons in Power: Reinterpreting the",Douglas Bradburn,2007
1989-12. Moral Reform and Sectional Culture,Douglas Carlson,1989
1986-1. Commemoration of Northwest Ordinance Chair:,Douglas E. Clanin,1986
2009-21. Citizenship in the Early Republic and the Legacy of the,Douglas Egerton,2009
2012-SLAVERY IN AN ATLANTIC WORLD,Douglas Egerton,2012
2013-7 • STANLEY HARROLD,Douglas Egerton,2013
"2014-19  CONTEST 1856: YEAR OF MEN, YEAR OF WOMEN",Douglas Egerton,2014
"2015-3 • WHITE FRIGHT: RUMOR, REVOLT, AND MOBILITY IN",Douglas Egerton,2015
2017-PLENARY • SEXING IT UP: THE,Douglas Egerton,2017
2019-46 • PRESIDENTIAL ADDRESS,Douglas Egerton,2019
2010-32. Roundtable: David Ruggles and the Making of Black Radical,Douglas Egerton,2010
1988-1. Perspectives on the African Colonization,Douglas Egerton,1988
1989-15. Improving the Southern Culture and,Douglas Egerton,1989
1993-2. Thomas Jefferson and His Families,Douglas Egerton,1993
1994-Panel 21: Between God and Mammon: Faith and,Douglas Egerton,1994
1995-21. SCANDALS & REPUTATIONS IN,Douglas Egerton,1995
"1996-1. Poverty, Slavery, & Wage Labor in",Douglas Egerton,1996
1997-1. The Problem of Race in an,Douglas Egerton,1997
1998-1. Reconsidering Denmark Vesey,Douglas Egerton,1998
1999-1. North of Slavery,Douglas Egerton,1999
"2000-12. PROSLAVERY AND ANTISLAVERY, PROGRESS",Douglas Egerton,2000
2001-1. RACE AND RELIGION IN THE,Douglas Egerton,2001
"2003-13. BLACK ANTISLAVERY WRITINGS, 1760-1829: A SCHOLARLY CONVERSATION",Douglas Egerton,2003
"2008-24. Civil Theatrics: Dress, Plays, and Constitutions",Douglas Harvey,2008
"2005-1. Cultures of American Empire, 1783-1860 (Franklin Room)",Douglas Harvey,2005
2022-34: Secession As A Political Strategy In The Early,Douglas Hill,2022
"1987-1. The Northwest Ordinance: Bicentennial Reconsiderations, Room 1503",Douglas Hurt,1987
"1993-4. Ideology, Social Change, and the Second Party System",Douglas K. Fidler,1993
"2017-3 • JERKERS, HEATHENS, AND PILGRIMS: RETHINKING",Douglas L. Winiarski,2017
2005-13. Religion in the Shadow of the Enlightenment: Varieties of Deism in the Early American,Douglas L. Winiarski,2005
2014-29  SLAVES NAMED AND UN-NAMED: DIGITAL EDITION,Douglas M. Arnold,2014
2005-1. NEH Grant Programs Information Session (Penn Room),Douglas M. Arnold,2005
1995-21. SCANDALS & REPUTATIONS IN,Douglas Wilson,1995
1995-21. SCANDALS & REPUTATIONS IN,Douglas Wilson,1995
1998-1. Religion and Southern Nationalism,Drew Gilpin Faust,1998
2014-53  MADISON THE COMMANDER-IN-CHIEF: INTELLECTUAL,Drew R. Mccoy,2014
1988-1. Depending on the State: Public and Private,Drew R. Mccoy,1988
1988-1. Depending on the State: Public and Private,Drew R. Mccoy,1988
1994-Panel 5: Frontiers of the Union: Ideology and Race,Drew R. Mccoy,1994
"1994-Panel 20: Roundtable Discussion on ""The Life",Drew R. Mccoy,1994
2001-1. WRITING TWENTY-FIRST CENTURY BIOGRAPHIES OF GREAT WHITE MEN,Drew R. Mccoy,2001
2022-36: Contesting The Politics Of Slavery And Freedom,Duangkamol Tantirungkij,2022
"2018-28 • REVOLUTION, MEMORY, AND IDENTITY",Duncan M. Knox,2018
1981-1. American Foreign Policy and Dissent in the Early Republic.,Dwight F. Henderson,1981
1998-1. Public History and the Early Republic,Dwight T. Pitcaithley,1998
1989-10. Louisiana and the Law,E. Lee Shepard,1989
"1987-1. Nineteenth-Century Republicanism, Room 1505",Earl Hess,1987
1999-1. Manufacturing Value: The Estimation,Ed Balleisen,1999
2011-23. Public Policy and Political Discourse among African American,Ed Baptist,2011
2010-23. Public Policy and Political Discourse among African American,Ed Baptist,2010
"2008-6. Double Lives: Sex, Love and Biography",Edith Gelles,2008
2011-46. Mutual Accommodation Societies: American Jews and the Early,Edith Gelles,2011
2010-46. Mutual Accommodation Societies: American Jews and the Early,Edith Gelles,2010
"1987-1. Republican Marriage, Room 523",Edith Gelles,1987
"1988-1. Women and ""Citizenship"" in the Constitutional",Edith Gelles,1988
1992-24. History of Medicine in the Early Republic,Edith Gelles,1992
"1993-10. Erring Women: Testing Female Virtue,",Edith Gelles,1993
"1994-Panel 20: Roundtable Discussion on ""The Life",Edith Gelles,1994
1995-17. LITERARY BIOGRAPHY: JAMES,Edith Gelles,1995
1995-17. LITERARY BIOGRAPHY: JAMES,Edith Gelles,1995
1996-1. Literary Culture,Edith Gelles,1996
1997-1. Politicos and Pefect Hostesses:,Edith Gelles,1997
2001-1. READING AND WRITING WOMEN'S LIVES,Edith Gelles,2001
2003-24. RE-CONSTITUTING WOMEN'S POLITICAL VOICE IN THE EARLY REPUBLIC,Edith Gelles,2003
2004-6. Jews in the Early Republic (Foxboro Auditorium),Edith Gelles,2004
2022-22: Republican Laboratories In The Americas:,Eduardo Posada,2022
2012-REPUBLIC: CROSSNATIONAL CURRENTS AND COMPARISONS,Edward B. Rugemer,2012
2013-15 • TEACHING SLAVERY AND ANTISLAVERY NOW AND THEN,Edward B. Rugemer,2013
2002-17. LOCATING THE U.S. IN THE NINETEENTH-CENTURY ATLANTIC WORLD,Edward B. Rugemer,2002
2006-14. Local and Transatlantic Approaches to American Abolitionism,Edward B. Rugemer,2006
2006-18. Gendered Boundaries and the Republican Experiment,Edward Cahill,2006
"2011-29. Slavery and the Evolution of Politics, 1812-1861",Edward Coles,2011
1988-1. The Artisans' World in Eighteenth and,Edward Cooke,1988
2008-40 Years,Edward Countryman,2008
2009-23. Debating the Meaning of the Revolution: Will the Real Revolution,Edward Countryman,2009
"2016-31 • COMMON SENSE, SELF",Edward Countryman,2016
2000-1. PLENARY SESSION: THE QUESTION OF CULTURE,Edward Countryman,2000
2012-F. E,Edward Dubois Ragan,2012
"2006-2. Race, Landlessness, and the Question of Dependence in the Early Republic",Edward Dubois Ragan,2006
"2009-35. Crafting Identities: Gender, Power, and Reform",Edward E. Baptist,2009
"2009-35. Crafting Identities: Gender, Power, and Reform",Edward E. Baptist,2009
2016-43 • TEACHING SLAVERY,Edward E. Baptist,2016
1998-1. The Political and Social Consequences of,Edward E. Baptist,1998
2014-2  ROUNDTABLE: NEW APPROACHES TO THE EARLY,Edward Gray,2014
1999-1. Travelers at Home and Abroad Room 103,Edward Gray,1999
"2006-15. The Poet and the Inventor: Phillis Wheatley, Thomas Paine, and the Creation of a Revolutionary Atlantic",Edward Gray,2006
2007-19. Navigating Risk: The Cultural Politics of Innovation in the Early,Edward Gray,2007
2003-12. GREAT BOOKS II: BRUCE MANN'S REPUBLIC OF DEBTORS,Edward J. Balleisen,2003
2005-1. Economic Panics and the Culture of Failure in the Early Republic (Jefferson Room),Edward J. Balleisen,2005
2007-3. Negotiating Secondary Markets and the Meaning of Goods in the Early,Edward J. Balleisen,2007
2021-13: Loyalists And Their Legacy,Edward Larkin,2021
2021-28: Classical Perceptions Of Liberty In The American,Edward Larkin,2021
2007-29. Republicanism across Borders,Edward Larkin,2007
1989-13. Rebellion in a “Free” Society,Edward Pearson,1989
1997-1. The Problem of Race in an,Edward Pearson,1997
1998-1. Reconsidering Denmark Vesey,Edward Pearson,1998
1984-11. 19th-Century Historians of the Early Republic Van Camp West Chair:,Edward Pessen,1984
1990-7. James Madison and His Biographers,Edward Pessen,1990
1992-1. Opening Plenary Session,Edward Pessen,1992
1981-1. Jacksonian Politics in the States.,Edward Pessen,1981
2012-U.S. M,Edward Pompeian,2012
2014-40  THE SOUTH AMERICAN QUESTION IN THE EARLY,Edward Pompeian,2014
"1984-1. Travail and Struggle: Northern Free Blacks' Quest for Freedom, 1780-1858 Van Camp East Chair:",Edward Price,1984
1987-1. Community Values and Social Change in,Edward Shoemaker,1987
1998-1. Dilemmas of Nationalism,Edward Tang,1998
2014-31  THE CONSTRUCTION OF RADICAL NETWORKS IN THE,Edward Whitley,2014
1992-17. The Fiscal Policy of the Madison Administration,Edwin Perkins,1992
1996-1. Economic Liberalism in Thought & Practice,Edwin Perkins,1996
1998-1. The Shaping of a Burgeoning Nation:,Edwin Perkins,1998
1998-1. The Shaping of a Burgeoning Nation:,Edwin Perkins,1998
2021-13: Loyalists And Their Legacy,Eileen Ka-May Cheng,2021
1999-1. Reading and Writing in the Early Republic,Eileen Ka-May Cheng,1999
2013-10 • TYING AND UNTYING THE KNOT: PUBLIC BATTLES OVER,Elaine Forman Crane,2013
1990-5. Themes in the History of Post-Revolutionary,Elaine Forman Crane,1990
1997-1. Politicos and Pefect Hostesses:,Elaine Forman Crane,1997
2004-1. Peaceable Kingdoms? Harmony and Hostility in the Early American Family,Elaine Forman Crane,2004
2008-12. Jefferson,Elaine Pascu,2008
2017-52 • NEW APPROACHES TO WESTERN EXPANSION AND,Elana Krischer,2017
"2018-36 • LAW, DIPLOMACY, AND THE CULTURE OF SETTLER",Elana Krischer,2018
1986-1. Crime and Punishment Chair:,Eli Faber,1986
2015-44 • ROUNDTABLE: HOW DOES A REPUBLIC BECOME AN,Eliga Gould,2015
2018-7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,Eliga Gould,2018
2019-20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Eliga Gould,2019
2019-20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Eliga Gould,2019
2021-5: Roundtable: The Problem Of “isms”: Democracy,Eliga Gould,2021
2022-30: Transatlantic Communication In Narratives Of,Eliga Gould,2022
1997-1. The Writing of Politics and the,Elisabeth B. Nichols,1997
1991-9. Exposing the Convent: Nativism and,Elisabeth H. Null,1991
1991-11. Sacred Song and Cultural Change in,Elisabeth H. Null,1991
1992-13. Gendered Connections: Kinship and Community,Elisabeth H. Null,1992
1994-Panel 7: Class and Cultural Transformation in,Elisabeth H. Null,1994
"1994-Panel 10: Abolitionism, Race, and Nationalism Devlin Hall, Room 026",Elisabeth H. Null,1994
2022-21: Colonial History And National History:,Elisabeth M. Tatum,2022
1998-1. Art and Culture in Early,Elisabeth Roark,1998
"2021-53: Roundtable: Care: A Roundtable On Concepts,",Elise A. Mitchell,2021
2016-39 • MICROHISTORIES OF RACIAL FORMATION IN THE,Elise Kammerer,2016
2017-47 • “GLADLY,Elise Kammerer,2017
"2015-19 • MONEY, MIGRATION, AND MAGIC: RELIGIOUS",Elise Leal,2015
2019-6 • AFTER DISESTABLISHMENT: CONTINUING BATTLES,Elise Leal,2019
2021-15: Creating Protestant Saints: Female Icons In,Elise Leal,2021
2005-1. Overseas Views of the Republic,Elise Marianstraus,2005
"2001-1. OF MONSTERS AND MEN: NARRATIVES OF SPOUSAL ABUSE, MARITAL CONFLICT AND DIVORCE",Eliza Clark,2001
2011-30. Religious Revivals and the Problem of Marriage,Elizabeth A. Dewolfe,2011
2010-30. Religious Revivals and the Problem of Marriage,Elizabeth A. Dewolfe,2010
2001-1. WRITING AND READING THE EARLY,Elizabeth A. Dewolfe,2001
1993-24. The Commercial Frontier in the Early Republic,Elizabeth A. Perkins,1993
1995-10. VISIONS OF CONTROL: LANGUAGE &,Elizabeth A. Perkins,1995
